state,date,cases,growth,growth_cumulated
vorarlberg,2020-06-07,908,0,8
vorarlberg,2020-06-08,909,1,8
vorarlberg,2020-06-09,909,0,8
vorarlberg,2020-06-10,909,0,8
vorarlberg,2020-06-11,910,1,8
vorarlberg,2020-06-12,910,0,7
vorarlberg,2020-06-13,910,0,4
vorarlberg,2020-06-14,910,0,2
vorarlberg,2020-06-15,910,0,2
vorarlberg,2020-06-16,910,0,1
vorarlberg,2020-06-17,910,0,1
vorarlberg,2020-06-18,910,0,1
vorarlberg,2020-06-19,911,1,0
vorarlberg,2020-06-20,911,0,1
vorarlberg,2020-06-21,911,0,1
vorarlberg,2020-06-22,911,0,1
vorarlberg,2020-06-23,912,1,1
vorarlberg,2020-06-24,912,0,2
vorarlberg,2020-06-25,913,1,2
vorarlberg,2020-06-26,913,0,3
vorarlberg,2020-06-27,913,0,2
vorarlberg,2020-06-28,915,2,2
vorarlberg,2020-06-29,914,-1,4
vorarlberg,2020-06-30,914,0,3
vorarlberg,2020-07-01,914,0,2
vorarlberg,2020-07-02,914,0,2
vorarlberg,2020-07-03,914,0,1
vorarlberg,2020-07-04,915,1,1
vorarlberg,2020-07-05,915,0,2
vorarlberg,2020-07-06,915,0,0
vorarlberg,2020-07-07,915,0,1
vorarlberg,2020-07-08,916,1,1
vorarlberg,2020-07-09,916,0,2
vorarlberg,2020-07-10,917,1,2
vorarlberg,2020-07-11,917,0,3
vorarlberg,2020-07-12,917,0,2
vorarlberg,2020-07-13,918,1,2
vorarlberg,2020-07-14,919,1,3
vorarlberg,2020-07-15,919,0,4
vorarlberg,2020-07-16,920,1,3
vorarlberg,2020-07-17,921,1,4
vorarlberg,2020-07-18,922,1,4
vorarlberg,2020-07-19,922,0,5
vorarlberg,2020-07-20,922,0,5
vorarlberg,2020-07-21,923,1,4
vorarlberg,2020-07-22,923,0,4
vorarlberg,2020-07-23,923,0,4
vorarlberg,2020-07-24,931,8,3
vorarlberg,2020-07-25,934,3,10
vorarlberg,2020-07-26,944,10,12
vorarlberg,2020-07-27,944,0,22
vorarlberg,2020-07-28,947,3,22
vorarlberg,2020-07-29,952,5,24
vorarlberg,2020-07-30,956,4,29
vorarlberg,2020-07-31,959,3,33
vorarlberg,2020-08-01,962,3,28
vorarlberg,2020-08-02,963,1,28
vorarlberg,2020-08-03,963,0,19
vorarlberg,2020-08-04,964,1,19
vorarlberg,2020-08-05,966,2,17
vorarlberg,2020-08-06,969,3,14
vorarlberg,2020-08-07,972,3,13
vorarlberg,2020-08-08,976,4,13
vorarlberg,2020-08-09,976,0,14
vorarlberg,2020-08-10,984,8,13
vorarlberg,2020-08-11,986,2,21
vorarlberg,2020-08-12,987,1,22
vorarlberg,2020-08-13,991,4,21
vorarlberg,2020-08-14,998,7,22
vorarlberg,2020-08-15,1013,15,26
vorarlberg,2020-08-16,1017,4,37
vorarlberg,2020-08-17,1019,2,41
vorarlberg,2020-08-18,1023,4,35
vorarlberg,2020-08-19,1029,6,37
vorarlberg,2020-08-20,1039,10,42
vorarlberg,2020-08-21,1044,5,48
vorarlberg,2020-08-22,1050,6,46
vorarlberg,2020-08-23,1052,2,37
vorarlberg,2020-08-24,1056,4,35
vorarlberg,2020-08-25,1059,3,37
vorarlberg,2020-08-26,1065,6,36
vorarlberg,2020-08-27,1068,3,36
vorarlberg,2020-08-28,1078,10,29
vorarlberg,2020-08-29,1082,4,34
vorarlberg,2020-08-30,1085,3,32
vorarlberg,2020-08-31,1087,2,33
vorarlberg,2020-09-01,1098,11,31
vorarlberg,2020-09-02,1106,8,39
vorarlberg,2020-09-03,1115,9,41
vorarlberg,2020-09-04,1123,8,47
vorarlberg,2020-09-05,1137,14,45
vorarlberg,2020-09-06,1149,12,55
vorarlberg,2020-09-07,1172,23,64
vorarlberg,2020-09-08,1190,18,85
vorarlberg,2020-09-09,1204,14,92
vorarlberg,2020-09-10,1215,11,98
vorarlberg,2020-09-11,1252,37,100
vorarlberg,2020-09-12,1280,28,129
vorarlberg,2020-09-13,1329,49,143
vorarlberg,2020-09-14,1363,34,180
vorarlberg,2020-09-15,1388,25,191
vorarlberg,2020-09-16,1441,53,198
vorarlberg,2020-09-17,1492,51,237
vorarlberg,2020-09-18,1520,28,277
vorarlberg,2020-09-19,1552,32,268
vorarlberg,2020-09-20,1590,38,272
vorarlberg,2020-09-21,1632,42,261
vorarlberg,2020-09-22,1659,27,269
vorarlberg,2020-09-23,1684,25,271
vorarlberg,2020-09-24,1717,33,243
vorarlberg,2020-09-25,1757,40,225
vorarlberg,2020-09-26,1786,29,237
vorarlberg,2020-09-27,1805,19,234
vorarlberg,2020-09-28,1832,27,215
vorarlberg,2020-09-29,1850,18,200
vorarlberg,2020-09-30,1874,24,191
wien,2020-02-24,0,0,0
wien,2020-02-25,0,0,0
wien,2020-02-26,0,0,0
wien,2020-02-27,0,0,0
wien,2020-02-28,0,0,0
wien,2020-02-29,0,0,0
wien,2020-03-01,0,0,0
wien,2020-03-02,0,0,0
wien,2020-03-03,14,14,0
wien,2020-03-04,14,0,14
wien,2020-03-05,14,0,14
wien,2020-03-06,14,0,14
wien,2020-03-07,14,0,14
wien,2020-03-08,14,0,14
wien,2020-03-09,35,21,14
wien,2020-03-10,43,8,35
wien,2020-03-11,50,7,29
wien,2020-03-12,66,16,36
wien,2020-03-13,82,16,52
wien,2020-03-14,101,19,68
wien,2020-03-15,122,21,87
wien,2020-03-16,128,6,108
wien,2020-03-17,166,38,93
wien,2020-03-18,209,43,123
wien,2020-03-19,234,25,159
wien,2020-03-20,300,66,168
wien,2020-03-21,359,59,218
wien,2020-03-22,404,45,258
wien,2020-03-23,478,74,282
wien,2020-03-24,637,159,350
wien,2020-03-25,703,66,471
wien,2020-03-26,825,122,494
wien,2020-03-27,1005,180,591
wien,2020-03-28,1067,62,705
wien,2020-03-29,1101,34,708
wien,2020-03-30,1235,134,697
wien,2020-03-31,1378,143,757
wien,2020-04-01,1547,169,741
wien,2020-04-02,1607,60,844
wien,2020-04-03,1677,70,782
wien,2020-04-04,1688,11,672
wien,2020-04-05,1704,16,621
wien,2020-04-06,1770,66,603
wien,2020-04-07,1820,50,535
wien,2020-04-08,1878,58,442
wien,2020-04-09,1918,40,331
wien,2020-04-10,1962,44,311
wien,2020-04-11,1996,34,285
wien,2020-04-12,2008,12,308
wien,2020-04-13,2028,20,304
wien,2020-04-14,2053,25,258
wien,2020-04-15,2121,68,233
wien,2020-04-16,2149,28,243
wien,2020-04-17,2175,26,231
wien,2020-04-18,2197,22,213
wien,2020-04-19,2228,31,201
wien,2020-04-20,2241,13,220
wien,2020-04-21,2260,19,213
wien,2020-04-22,2278,18,207
wien,2020-04-23,2307,29,157
wien,2020-04-24,2338,31,158
wien,2020-04-25,2366,28,163
wien,2020-04-26,2392,26,169
wien,2020-04-27,2405,13,164
wien,2020-04-28,2435,30,164
wien,2020-04-29,2472,37,175
wien,2020-04-30,2492,20,194
wien,2020-05-01,2531,39,185
wien,2020-05-02,2548,17,193
wien,2020-05-03,2566,18,182
wien,2020-05-04,2587,21,174
wien,2020-05-05,2602,15,182
wien,2020-05-06,2612,10,167
wien,2020-05-07,2654,42,140
wien,2020-05-08,2664,10,162
wien,2020-05-09,2701,37,133
wien,2020-05-10,2717,16,153
wien,2020-05-11,2725,8,151
wien,2020-05-12,2790,65,138
wien,2020-05-13,2809,19,188
wien,2020-05-14,2860,51,197
wien,2020-05-15,2886,26,206
wien,2020-05-16,2934,48,222
wien,2020-05-17,2960,26,233
wien,2020-05-18,2977,17,243
wien,2020-05-19,3002,25,252
wien,2020-05-20,3020,18,212
wien,2020-05-21,3059,39,211
wien,2020-05-22,3076,17,199
wien,2020-05-23,3100,24,190
wien,2020-05-24,3117,17,166
wien,2020-05-25,3135,18,157
wien,2020-05-26,3150,15,158
wien,2020-05-27,3170,20,148
wien,2020-05-28,3198,28,150
wien,2020-05-29,3221,23,139
wien,2020-05-30,3243,22,145
wien,2020-05-31,3288,45,143
wien,2020-06-01,3288,0,171
wien,2020-06-02,3310,22,153
wien,2020-06-03,3320,10,160
wien,2020-06-04,3341,21,150
wien,2020-06-05,3368,27,143
wien,2020-06-06,3403,35,147
wien,2020-06-07,3403,0,160
wien,2020-06-08,3464,61,115
wien,2020-06-09,3469,5,176
wien,2020-06-10,3487,18,159
wien,2020-06-11,3487,0,167
wien,2020-06-12,3529,42,146
wien,2020-06-13,3540,11,161
wien,2020-06-14,3565,25,137
wien,2020-06-15,3583,18,162
wien,2020-06-16,3625,42,119
wien,2020-06-17,3634,9,156
wien,2020-06-18,3646,12,147
wien,2020-06-19,3681,35,159
wien,2020-06-20,3712,31,152
wien,2020-06-21,3712,0,172
wien,2020-06-22,3734,22,147
wien,2020-06-23,3755,21,151
wien,2020-06-24,3770,15,130
wien,2020-06-25,3779,9,136
wien,2020-06-26,3804,25,133
wien,2020-06-27,3822,18,123
wien,2020-06-28,3861,39,110
wien,2020-06-29,3870,9,149
wien,2020-06-30,3898,28,136
wien,2020-07-01,3922,24,143
wien,2020-07-02,3945,23,152
wien,2020-07-03,3981,36,166
wien,2020-07-04,4034,53,177
wien,2020-07-05,4077,43,212
wien,2020-07-06,4098,21,216
wien,2020-07-07,4118,20,228
wien,2020-07-08,4147,29,220
wien,2020-07-09,4178,31,225
wien,2020-07-10,4212,34,233
wien,2020-07-11,4229,17,231
wien,2020-07-12,4266,37,195
wien,2020-07-13,4285,19,189
wien,2020-07-14,4324,39,187
wien,2020-07-15,4370,46,206
wien,2020-07-16,4400,30,223
wien,2020-07-17,4457,57,222
wien,2020-07-18,4509,52,245
wien,2020-07-19,4531,22,280
wien,2020-07-20,4569,38,265
wien,2020-07-21,4602,33,284
wien,2020-07-22,4635,33,278
wien,2020-07-23,4698,63,265
wien,2020-07-24,4736,38,298
wien,2020-07-25,4777,41,279
wien,2020-07-26,4837,60,268
wien,2020-07-27,4864,27,306
wien,2020-07-28,4908,44,295
wien,2020-07-29,4990,82,306
wien,2020-07-30,5011,21,355
wien,2020-07-31,5089,78,313
wien,2020-08-01,5131,42,353
wien,2020-08-02,5184,53,354
wien,2020-08-03,5235,51,347
wien,2020-08-04,5278,43,371
wien,2020-08-05,5302,24,370
wien,2020-08-06,5369,67,312
wien,2020-08-07,5453,84,358
wien,2020-08-08,5480,27,364
wien,2020-08-09,5555,75,349
wien,2020-08-10,5590,35,371
wien,2020-08-11,5661,71,355
wien,2020-08-12,5753,92,383
wien,2020-08-13,5793,40,451
wien,2020-08-14,5907,114,424
wien,2020-08-15,6036,129,454
wien,2020-08-16,6122,86,556
wien,2020-08-17,6192,70,567
wien,2020-08-18,6340,148,602
wien,2020-08-19,6424,84,679
wien,2020-08-20,6612,188,671
wien,2020-08-21,6783,171,819
wien,2020-08-22,6922,139,876
wien,2020-08-23,7021,99,886
wien,2020-08-24,7117,96,899
wien,2020-08-25,7204,87,925
wien,2020-08-26,7383,179,864
wien,2020-08-27,7513,130,959
wien,2020-08-28,7583,70,901
wien,2020-08-29,7786,203,800
wien,2020-08-30,7837,51,864
wien,2020-08-31,8005,168,816
wien,2020-09-01,8086,81,888
wien,2020-09-02,8226,140,882
wien,2020-09-03,8429,203,843
wien,2020-09-04,8625,196,916
wien,2020-09-05,8831,206,1042
wien,2020-09-06,8895,64,1045
wien,2020-09-07,8961,66,1058
wien,2020-09-08,9300,339,956
wien,2020-09-09,9558,258,1214
wien,2020-09-10,9947,389,1332
wien,2020-09-11,10210,263,1518
wien,2020-09-12,10652,442,1585
wien,2020-09-13,10803,151,1821
wien,2020-09-14,10966,163,1908
wien,2020-09-15,11366,400,2005
wien,2020-09-16,11685,319,2066
wien,2020-09-17,12051,366,2127
wien,2020-09-18,12392,341,2104
wien,2020-09-19,12823,431,2182
wien,2020-09-20,13144,321,2171
wien,2020-09-21,13315,171,2341
wien,2020-09-22,13519,204,2349
wien,2020-09-23,13825,306,2153
wien,2020-09-24,14253,428,2140
wien,2020-09-25,14563,310,2202
wien,2020-09-26,14859,296,2171
wien,2020-09-27,15140,281,2036
wien,2020-09-28,15381,241,1996
wien,2020-09-29,15687,306,2066
wien,2020-09-30,16015,328,2168
