state,date,cases,growth,growth_cumulated
salzburg,2020-03-15,39,9,28
salzburg,2020-03-16,58,19,37
salzburg,2020-03-17,66,8,49
salzburg,2020-03-18,89,23,54
salzburg,2020-03-19,127,38,75
salzburg,2020-03-20,167,40,108
salzburg,2020-03-21,184,17,144
salzburg,2020-03-22,271,87,154
salzburg,2020-03-23,372,101,232
salzburg,2020-03-24,429,57,314
salzburg,2020-03-25,516,87,363
salzburg,2020-03-26,591,75,427
salzburg,2020-03-27,687,96,464
salzburg,2020-03-28,751,64,520
salzburg,2020-03-29,798,47,567
salzburg,2020-03-30,855,57,527
salzburg,2020-03-31,911,56,483
salzburg,2020-04-01,976,65,482
salzburg,2020-04-02,1017,41,460
salzburg,2020-04-03,1055,38,426
salzburg,2020-04-04,1062,7,368
salzburg,2020-04-05,1073,11,311
salzburg,2020-04-06,1085,12,275
salzburg,2020-04-07,1118,33,230
salzburg,2020-04-08,1129,11,207
salzburg,2020-04-09,1143,14,153
salzburg,2020-04-10,1154,11,126
salzburg,2020-04-11,1157,3,99
salzburg,2020-04-12,1169,12,95
salzburg,2020-04-13,1173,4,96
salzburg,2020-04-14,1174,1,88
salzburg,2020-04-15,1197,23,56
salzburg,2020-04-16,1205,8,68
salzburg,2020-04-17,1210,5,62
salzburg,2020-04-18,1213,3,56
salzburg,2020-04-19,1217,4,56
salzburg,2020-04-20,1222,5,48
salzburg,2020-04-21,1222,0,49
salzburg,2020-04-22,1222,0,48
salzburg,2020-04-23,1222,0,25
salzburg,2020-04-24,1224,2,17
salzburg,2020-04-25,1226,2,14
salzburg,2020-04-26,1228,2,13
salzburg,2020-04-27,1232,4,11
salzburg,2020-04-28,1232,0,10
salzburg,2020-04-29,1233,1,10
salzburg,2020-04-30,1234,1,11
salzburg,2020-05-01,1236,2,12
salzburg,2020-05-02,1236,0,12
salzburg,2020-05-03,1236,0,10
salzburg,2020-05-04,1237,1,8
salzburg,2020-05-05,1235,-2,5
salzburg,2020-05-06,1236,1,3
salzburg,2020-05-07,1235,-1,3
salzburg,2020-05-08,1235,0,1
salzburg,2020-05-09,1235,0,-1
salzburg,2020-05-10,1235,0,-1
salzburg,2020-05-11,1235,0,-1
salzburg,2020-05-12,1235,0,-2
salzburg,2020-05-13,1235,0,0
salzburg,2020-05-14,1235,0,-1
salzburg,2020-05-15,1235,0,0
salzburg,2020-05-16,1235,0,0
salzburg,2020-05-17,1235,0,0
salzburg,2020-05-18,1235,0,0
salzburg,2020-05-19,1235,0,0
salzburg,2020-05-20,1238,3,0
salzburg,2020-05-21,1239,1,3
salzburg,2020-05-22,1239,0,4
salzburg,2020-05-23,1239,0,4
salzburg,2020-05-24,1239,0,4
salzburg,2020-05-25,1240,1,4
salzburg,2020-05-26,1240,0,5
salzburg,2020-05-27,1239,-1,5
salzburg,2020-05-28,1239,0,1
salzburg,2020-05-29,1240,1,0
salzburg,2020-05-30,1240,0,1
salzburg,2020-05-31,1240,0,1
salzburg,2020-06-01,1240,0,1
salzburg,2020-06-02,1240,0,0
salzburg,2020-06-03,1240,0,0
salzburg,2020-06-04,1240,0,1
salzburg,2020-06-05,1240,0,1
salzburg,2020-06-06,1240,0,0
salzburg,2020-06-07,1240,0,0
salzburg,2020-06-08,1240,0,0
salzburg,2020-06-09,1240,0,0
salzburg,2020-06-10,1241,1,0
salzburg,2020-06-11,1241,0,1
salzburg,2020-06-12,1241,0,1
salzburg,2020-06-13,1241,0,1
salzburg,2020-06-14,1241,0,1
salzburg,2020-06-15,1241,0,1
salzburg,2020-06-16,1241,0,1
salzburg,2020-06-17,1243,2,1
salzburg,2020-06-18,1244,1,2
salzburg,2020-06-19,1246,2,3
salzburg,2020-06-20,1252,6,5
salzburg,2020-06-21,1255,3,11
salzburg,2020-06-22,1258,3,14
salzburg,2020-06-23,1259,1,17
salzburg,2020-06-24,1261,2,18
salzburg,2020-06-25,1263,2,18
salzburg,2020-06-26,1263,0,19
salzburg,2020-06-27,1263,0,17
salzburg,2020-06-28,1266,3,11
salzburg,2020-06-29,1268,2,11
salzburg,2020-06-30,1269,1,10
salzburg,2020-07-01,1271,2,10
salzburg,2020-07-02,1272,1,10
salzburg,2020-07-03,1273,1,9
salzburg,2020-07-04,1276,3,10
salzburg,2020-07-05,1279,3,13
salzburg,2020-07-06,1280,1,13
salzburg,2020-07-07,1283,3,12
salzburg,2020-07-08,1290,7,14
salzburg,2020-07-09,1299,9,19
salzburg,2020-07-10,1300,1,27
salzburg,2020-07-11,1303,3,27
salzburg,2020-07-12,1307,4,27
salzburg,2020-07-13,1307,0,28
salzburg,2020-07-14,1313,6,27
salzburg,2020-07-15,1315,2,30
salzburg,2020-07-16,1322,7,25
salzburg,2020-07-17,1323,1,23
salzburg,2020-07-18,1336,13,23
salzburg,2020-07-19,1341,5,33
salzburg,2020-07-20,1344,3,34
salzburg,2020-07-21,1309,-35,37
salzburg,2020-07-22,1312,3,-4
salzburg,2020-07-23,1333,21,-3
salzburg,2020-07-24,1328,-5,11
salzburg,2020-07-25,1335,7,5
salzburg,2020-07-26,1337,2,-1
salzburg,2020-07-27,1345,8,-4
salzburg,2020-07-28,1349,4,1
salzburg,2020-07-29,1351,2,40
salzburg,2020-07-30,1362,11,39
salzburg,2020-07-31,1377,15,29
salzburg,2020-08-01,1380,3,49
salzburg,2020-08-02,1382,2,45
salzburg,2020-08-03,1382,0,45
salzburg,2020-08-04,1393,11,37
salzburg,2020-08-05,1395,2,44
salzburg,2020-08-06,1398,3,44
salzburg,2020-08-07,1408,10,36
salzburg,2020-08-08,1411,3,31
salzburg,2020-08-09,1424,13,31
salzburg,2020-08-10,1431,7,42
salzburg,2020-08-11,1435,4,49
salzburg,2020-08-12,1439,4,42
salzburg,2020-08-13,1451,12,44
salzburg,2020-08-14,1458,7,53
salzburg,2020-08-15,1474,16,50
salzburg,2020-08-16,1488,14,63
salzburg,2020-08-17,1492,4,64
salzburg,2020-08-18,1499,7,61
salzburg,2020-08-19,1522,23,64
salzburg,2020-08-20,1540,18,83
salzburg,2020-08-21,1550,10,89
salzburg,2020-08-22,1562,12,92
salzburg,2020-08-23,1564,2,88
salzburg,2020-08-24,1584,20,76
salzburg,2020-08-25,1600,16,92
salzburg,2020-08-26,1618,18,101
salzburg,2020-08-27,1628,10,96
salzburg,2020-08-28,1634,6,88
salzburg,2020-08-29,1645,11,84
salzburg,2020-08-30,1655,10,83
salzburg,2020-08-31,1665,10,91
salzburg,2020-09-01,1678,13,81
salzburg,2020-09-02,1680,2,78
salzburg,2020-09-03,1692,12,62
salzburg,2020-09-04,1694,2,64
salzburg,2020-09-05,1698,4,60
salzburg,2020-09-06,1698,0,53
salzburg,2020-09-07,1723,25,43
salzburg,2020-09-08,1733,10,58
salzburg,2020-09-09,1735,2,55
salzburg,2020-09-10,1744,9,55
salzburg,2020-09-11,1759,15,52
salzburg,2020-09-12,1785,26,65
salzburg,2020-09-13,1801,16,87
salzburg,2020-09-14,1803,2,103
salzburg,2020-09-15,1823,20,80
salzburg,2020-09-16,1832,9,90
salzburg,2020-09-17,1859,27,97
salzburg,2020-09-18,1882,23,115
salzburg,2020-09-19,1900,18,123
salzburg,2020-09-20,1921,21,115
salzburg,2020-09-21,1935,14,120
salzburg,2020-09-22,2012,77,132
salzburg,2020-09-23,2023,11,189
salzburg,2020-09-24,2039,16,191
salzburg,2020-09-25,2054,15,180
salzburg,2020-09-26,2099,45,172
salzburg,2020-09-27,2126,27,199
salzburg,2020-09-28,2157,31,205
salzburg,2020-09-29,2165,8,222
salzburg,2020-09-30,2200,35,153
steiermark,2020-02-24,0,0,0
steiermark,2020-02-25,0,0,0
steiermark,2020-02-26,0,0,0
steiermark,2020-02-27,0,0,0
steiermark,2020-02-28,0,0,0
steiermark,2020-02-29,0,0,0
steiermark,2020-03-01,0,0,0
steiermark,2020-03-02,0,0,0
steiermark,2020-03-03,3,3,0
steiermark,2020-03-04,3,0,3
steiermark,2020-03-05,3,0,3
steiermark,2020-03-06,3,0,3
steiermark,2020-03-07,3,0,3
steiermark,2020-03-08,3,0,3
steiermark,2020-03-09,16,13,3
steiermark,2020-03-10,18,2,16
steiermark,2020-03-11,25,7,15
steiermark,2020-03-12,33,8,22
steiermark,2020-03-13,52,19,30
steiermark,2020-03-14,71,19,49
steiermark,2020-03-15,111,40,68
steiermark,2020-03-16,139,28,108
steiermark,2020-03-17,171,32,123
steiermark,2020-03-18,220,49,153
steiermark,2020-03-19,282,62,195
steiermark,2020-03-20,340,58,249
steiermark,2020-03-21,388,48,288
steiermark,2020-03-22,433,45,317
steiermark,2020-03-23,486,53,322
steiermark,2020-03-24,569,83,347
steiermark,2020-03-25,627,58,398
steiermark,2020-03-26,699,72,407
steiermark,2020-03-27,777,78,417
steiermark,2020-03-28,848,71,437
steiermark,2020-03-29,915,67,460
steiermark,2020-03-30,958,43,482
steiermark,2020-03-31,1049,91,472
steiermark,2020-04-01,1125,76,480
steiermark,2020-04-02,1169,44,498
steiermark,2020-04-03,1226,57,470
steiermark,2020-04-04,1281,55,449
steiermark,2020-04-05,1312,31,433
steiermark,2020-04-06,1351,39,397
steiermark,2020-04-07,1396,45,393
steiermark,2020-04-08,1432,36,347
steiermark,2020-04-09,1468,36,307
steiermark,2020-04-10,1499,31,299
steiermark,2020-04-11,1524,25,273
steiermark,2020-04-12,1553,29,243
steiermark,2020-04-13,1572,19,241
steiermark,2020-04-14,1588,16,221
steiermark,2020-04-15,1572,-16,192
steiermark,2020-04-16,1603,31,140
steiermark,2020-04-17,1624,21,135
steiermark,2020-04-18,1638,14,125
steiermark,2020-04-19,1646,8,114
steiermark,2020-04-20,1653,7,93
steiermark,2020-04-21,1664,11,81
steiermark,2020-04-22,1670,6,76
steiermark,2020-04-23,1686,16,98
steiermark,2020-04-24,1696,10,83
steiermark,2020-04-25,1703,7,72
steiermark,2020-04-26,1722,19,65
steiermark,2020-04-27,1735,13,76
steiermark,2020-04-28,1747,12,82
steiermark,2020-04-29,1752,5,83
steiermark,2020-04-30,1756,4,82
steiermark,2020-05-01,1761,5,70
steiermark,2020-05-02,1764,3,65
steiermark,2020-05-03,1766,2,61
steiermark,2020-05-04,1767,1,44
steiermark,2020-05-05,1774,7,32
steiermark,2020-05-06,1778,4,27
steiermark,2020-05-07,1785,7,26
steiermark,2020-05-08,1788,3,29
steiermark,2020-05-09,1794,6,27
steiermark,2020-05-10,1810,16,30
steiermark,2020-05-11,1810,0,44
steiermark,2020-05-12,1810,0,43
steiermark,2020-05-13,1814,4,36
steiermark,2020-05-14,1814,0,36
steiermark,2020-05-15,1815,1,29
steiermark,2020-05-16,1818,3,27
steiermark,2020-05-17,1822,4,24
steiermark,2020-05-18,1822,0,12
steiermark,2020-05-19,1825,3,12
steiermark,2020-05-20,1828,3,15
steiermark,2020-05-21,1832,4,14
steiermark,2020-05-22,1833,1,18
steiermark,2020-05-23,1833,0,18
steiermark,2020-05-24,1833,0,15
steiermark,2020-05-25,1834,1,11
steiermark,2020-05-26,1835,1,12
steiermark,2020-05-27,1835,0,10
steiermark,2020-05-28,1835,0,7
steiermark,2020-05-29,1835,0,3
steiermark,2020-05-30,1836,1,2
steiermark,2020-05-31,1836,0,3
steiermark,2020-06-01,1836,0,3
steiermark,2020-06-02,1837,1,2
steiermark,2020-06-03,1837,0,2
steiermark,2020-06-04,1840,3,2
steiermark,2020-06-05,1842,2,5
steiermark,2020-06-06,1845,3,7
steiermark,2020-06-07,1845,0,9
steiermark,2020-06-08,1845,0,9
steiermark,2020-06-09,1844,-1,9
steiermark,2020-06-10,1844,0,7
steiermark,2020-06-11,1841,-3,7
steiermark,2020-06-12,1842,1,1
steiermark,2020-06-13,1841,-1,0
steiermark,2020-06-14,1841,0,-4
steiermark,2020-06-15,1841,0,-4
steiermark,2020-06-16,1843,2,-4
steiermark,2020-06-17,1843,0,-1
steiermark,2020-06-18,1845,2,-1
steiermark,2020-06-19,1845,0,4
steiermark,2020-06-20,1849,4,3
steiermark,2020-06-21,1850,1,8
steiermark,2020-06-22,1851,1,9
steiermark,2020-06-23,1851,0,10
steiermark,2020-06-24,1853,2,8
steiermark,2020-06-25,1853,0,10
steiermark,2020-06-26,1857,4,8
steiermark,2020-06-27,1862,5,12
steiermark,2020-06-28,1862,0,13
steiermark,2020-06-29,1852,-10,12
steiermark,2020-06-30,1853,1,1
steiermark,2020-07-01,1862,9,2
steiermark,2020-07-02,1862,0,9
steiermark,2020-07-03,1871,9,9
steiermark,2020-07-04,1882,11,14
steiermark,2020-07-05,1887,5,20
steiermark,2020-07-06,1888,1,25
steiermark,2020-07-07,1891,3,36
steiermark,2020-07-08,1901,10,38
steiermark,2020-07-09,1908,7,39
steiermark,2020-07-10,1908,0,46
steiermark,2020-07-11,1912,4,37
steiermark,2020-07-12,1913,1,30
steiermark,2020-07-13,1915,2,26
steiermark,2020-07-14,1919,4,27
steiermark,2020-07-15,1939,20,28
steiermark,2020-07-16,1948,9,38
steiermark,2020-07-17,1952,4,40
steiermark,2020-07-18,1964,12,44
steiermark,2020-07-19,1970,6,52
steiermark,2020-07-20,1975,5,57
steiermark,2020-07-21,1985,10,60
steiermark,2020-07-22,2000,15,66
steiermark,2020-07-23,2012,12,61
steiermark,2020-07-24,2027,15,64
steiermark,2020-07-25,2035,8,75
steiermark,2020-07-26,2037,2,71
steiermark,2020-07-27,2038,1,67
steiermark,2020-07-28,2050,12,63
steiermark,2020-07-29,2063,13,65
steiermark,2020-07-30,2075,12,63
steiermark,2020-07-31,2079,4,63
steiermark,2020-08-01,2087,8,52
steiermark,2020-08-02,2089,2,52
steiermark,2020-08-03,2093,4,52
steiermark,2020-08-04,2091,-2,55
steiermark,2020-08-05,2100,9,41
steiermark,2020-08-06,2102,2,37
steiermark,2020-08-07,2108,6,27
steiermark,2020-08-08,2114,6,29
steiermark,2020-08-09,2118,4,27
steiermark,2020-08-10,2120,2,29
steiermark,2020-08-11,2126,6,27
steiermark,2020-08-12,2139,13,35
steiermark,2020-08-13,2154,15,39
steiermark,2020-08-14,2167,13,52
steiermark,2020-08-15,2179,12,59
steiermark,2020-08-16,2182,3,65
steiermark,2020-08-17,2191,9,64
steiermark,2020-08-18,2216,25,71
steiermark,2020-08-19,2230,14,90
steiermark,2020-08-20,2241,11,91
steiermark,2020-08-21,2256,15,87
steiermark,2020-08-22,2283,27,89
steiermark,2020-08-23,2289,6,104
steiermark,2020-08-24,2324,35,107
steiermark,2020-08-25,2335,11,133
steiermark,2020-08-26,2347,12,119
steiermark,2020-08-27,2380,33,117
steiermark,2020-08-28,2416,36,139
steiermark,2020-08-29,2440,24,160
steiermark,2020-08-30,2460,20,157
steiermark,2020-08-31,2472,12,171
steiermark,2020-09-01,2493,21,148
steiermark,2020-09-02,2517,24,158
steiermark,2020-09-03,2547,30,170
steiermark,2020-09-04,2580,33,167
steiermark,2020-09-05,2594,14,164
steiermark,2020-09-06,2605,11,154
steiermark,2020-09-07,2637,32,145
steiermark,2020-09-08,2647,10,165
steiermark,2020-09-09,2658,11,154
steiermark,2020-09-10,2689,31,141
steiermark,2020-09-11,2733,44,142
steiermark,2020-09-12,2790,57,153
steiermark,2020-09-13,2819,29,196
steiermark,2020-09-14,2853,34,214
steiermark,2020-09-15,2897,44,216
steiermark,2020-09-16,2938,41,250
steiermark,2020-09-17,2960,22,280
steiermark,2020-09-18,3044,84,271
steiermark,2020-09-19,3103,59,311
steiermark,2020-09-20,3116,13,313
steiermark,2020-09-21,3150,34,297
steiermark,2020-09-22,3236,86,297
steiermark,2020-09-23,3265,29,339
steiermark,2020-09-24,3296,31,327
steiermark,2020-09-25,3334,38,336
steiermark,2020-09-26,3365,31,290
steiermark,2020-09-27,3441,76,262
steiermark,2020-09-28,3486,45,325
steiermark,2020-09-29,3519,33,336
steiermark,2020-09-30,3528,9,283
tirol,2020-02-24,0,0,0
tirol,2020-02-25,0,0,0
tirol,2020-02-26,0,0,0
tirol,2020-02-27,0,0,0
tirol,2020-02-28,0,0,0
tirol,2020-02-29,0,0,0
tirol,2020-03-01,0,0,0
tirol,2020-03-02,0,0,0
tirol,2020-03-03,2,2,0
tirol,2020-03-04,2,0,2
tirol,2020-03-05,2,0,2
tirol,2020-03-06,2,0,2
tirol,2020-03-07,2,0,2
tirol,2020-03-08,2,0,2
tirol,2020-03-09,16,14,2
tirol,2020-03-10,32,16,16
tirol,2020-03-11,57,25,30
tirol,2020-03-12,109,52,55
tirol,2020-03-13,167,58,107
tirol,2020-03-14,206,39,165
tirol,2020-03-15,254,48,204
tirol,2020-03-16,301,47,252
tirol,2020-03-17,328,27,285
tirol,2020-03-18,382,54,296
tirol,2020-03-19,464,82,325
tirol,2020-03-20,508,44,355
tirol,2020-03-21,575,67,341
tirol,2020-03-22,644,69,369
tirol,2020-03-23,804,160,390
tirol,2020-03-24,1254,450,503
tirol,2020-03-25,1403,149,926
tirol,2020-03-26,1623,220,1021
tirol,2020-03-27,1755,132,1159
tirol,2020-03-28,1849,94,1247
tirol,2020-03-29,1944,95,1274
tirol,2020-03-30,2205,261,1300
tirol,2020-03-31,2323,118,1401
tirol,2020-04-01,2452,129,1069
tirol,2020-04-02,2569,117,1049
tirol,2020-04-03,2632,63,946
tirol,2020-04-04,2655,23,877
tirol,2020-04-05,2739,84,806
tirol,2020-04-06,2784,45,795
tirol,2020-04-07,2854,70,579
tirol,2020-04-08,2929,75,531
tirol,2020-04-09,3043,114,477
tirol,2020-04-10,3171,128,474
tirol,2020-04-11,3260,89,539
tirol,2020-04-12,3279,19,605
tirol,2020-04-13,3300,21,540
tirol,2020-04-14,3328,28,516
tirol,2020-04-15,3372,44,474
tirol,2020-04-16,3385,13,443
tirol,2020-04-17,3406,21,342
tirol,2020-04-18,3415,9,235
tirol,2020-04-19,3425,10,155
tirol,2020-04-20,3430,5,146
tirol,2020-04-21,3433,3,130
tirol,2020-04-22,3442,9,105
tirol,2020-04-23,3451,9,70
tirol,2020-04-24,3452,1,66
tirol,2020-04-25,3464,12,46
tirol,2020-04-26,3483,19,49
tirol,2020-04-27,3485,2,58
tirol,2020-04-28,3488,3,55
tirol,2020-04-29,3496,8,55
tirol,2020-04-30,3502,6,54
tirol,2020-05-01,3504,2,51
tirol,2020-05-02,3505,1,52
tirol,2020-05-03,3507,2,41
tirol,2020-05-04,3510,3,24
tirol,2020-05-05,3512,2,25
tirol,2020-05-06,3515,3,24
tirol,2020-05-07,3520,5,19
tirol,2020-05-08,3522,2,18
tirol,2020-05-09,3522,0,18
tirol,2020-05-10,3523,1,17
tirol,2020-05-11,3523,0,16
tirol,2020-05-12,3524,1,13
tirol,2020-05-13,3526,2,12
tirol,2020-05-14,3528,2,11
tirol,2020-05-15,3530,2,8
tirol,2020-05-16,3533,3,8
tirol,2020-05-17,3533,0,11
tirol,2020-05-18,3535,2,10
tirol,2020-05-19,3536,1,12
tirol,2020-05-20,3538,2,12
tirol,2020-05-21,3540,2,12
tirol,2020-05-22,3540,0,12
tirol,2020-05-23,3539,-1,10
tirol,2020-05-24,3542,3,6
tirol,2020-05-25,3542,0,9
tirol,2020-05-26,3542,0,7
tirol,2020-05-27,3544,2,6
tirol,2020-05-28,3545,1,6
tirol,2020-05-29,3546,1,5
tirol,2020-05-30,3546,0,6
tirol,2020-05-31,3546,0,7
tirol,2020-06-01,3546,0,4
tirol,2020-06-02,3547,1,4
tirol,2020-06-03,3547,0,5
tirol,2020-06-04,3550,3,3
tirol,2020-06-05,3551,1,5
tirol,2020-06-06,3551,0,5
tirol,2020-06-07,3551,0,5
tirol,2020-06-08,3551,0,5
tirol,2020-06-09,3552,1,5
tirol,2020-06-10,3553,1,5
tirol,2020-06-11,3553,0,6
tirol,2020-06-12,3553,0,3
tirol,2020-06-13,3553,0,2
tirol,2020-06-14,3553,0,2
tirol,2020-06-15,3554,1,2
tirol,2020-06-16,3554,0,3
tirol,2020-06-17,3554,0,2
tirol,2020-06-18,3554,0,1
tirol,2020-06-19,3554,0,1
tirol,2020-06-20,3555,1,1
tirol,2020-06-21,3555,0,2
tirol,2020-06-22,3556,1,2
tirol,2020-06-23,3557,1,2
tirol,2020-06-24,3557,0,3
tirol,2020-06-25,3558,1,3
tirol,2020-06-26,3559,1,4
tirol,2020-06-27,3560,1,5
tirol,2020-06-28,3561,1,5
tirol,2020-06-29,3556,-5,6
tirol,2020-06-30,3561,5,0
tirol,2020-07-01,3564,3,4
tirol,2020-07-02,3565,1,7
tirol,2020-07-03,3571,6,7
tirol,2020-07-04,3571,0,12
tirol,2020-07-05,3574,3,11
tirol,2020-07-06,3574,0,13
tirol,2020-07-07,3574,0,18
tirol,2020-07-08,3579,5,13
tirol,2020-07-09,3582,3,15
tirol,2020-07-10,3585,3,17
tirol,2020-07-11,3588,3,14
tirol,2020-07-12,3596,8,17
tirol,2020-07-13,3597,1,22
tirol,2020-07-14,3601,4,23
tirol,2020-07-15,3605,4,27
tirol,2020-07-16,3607,2,26
tirol,2020-07-17,3614,7,25
tirol,2020-07-18,3615,1,29
tirol,2020-07-19,3615,0,27
tirol,2020-07-20,3616,1,19
tirol,2020-07-21,3624,8,19
tirol,2020-07-22,3631,7,23
tirol,2020-07-23,3636,5,26
tirol,2020-07-24,3639,3,29
tirol,2020-07-25,3644,5,25
tirol,2020-07-26,3655,11,29
tirol,2020-07-27,3656,1,40
tirol,2020-07-28,3661,5,40
tirol,2020-07-29,3688,27,37
tirol,2020-07-30,3697,9,57
tirol,2020-07-31,3700,3,61
tirol,2020-08-01,3686,-14,61
tirol,2020-08-02,3690,4,42
tirol,2020-08-03,3703,13,35
tirol,2020-08-04,3703,0,47
tirol,2020-08-05,3710,7,42
tirol,2020-08-06,3716,6,22
tirol,2020-08-07,3720,4,19
tirol,2020-08-08,3722,2,20
tirol,2020-08-09,3723,1,36
tirol,2020-08-10,3725,2,33
tirol,2020-08-11,3738,13,22
tirol,2020-08-12,3766,28,35
tirol,2020-08-13,3793,27,56
tirol,2020-08-14,3851,58,77
tirol,2020-08-15,3888,37,131
tirol,2020-08-16,3900,12,166
tirol,2020-08-17,3920,20,177
tirol,2020-08-18,3961,41,195
tirol,2020-08-19,3983,22,223
tirol,2020-08-20,4003,20,217
tirol,2020-08-21,4037,34,210
tirol,2020-08-22,4084,47,186
tirol,2020-08-23,4108,24,196
tirol,2020-08-24,4121,13,208
tirol,2020-08-25,4153,32,201
tirol,2020-08-26,4186,33,192
tirol,2020-08-27,4237,51,203
tirol,2020-08-28,4257,20,234
tirol,2020-08-29,4306,49,220
tirol,2020-08-30,4339,33,222
tirol,2020-08-31,4361,22,231
tirol,2020-09-01,4395,34,240
tirol,2020-09-02,4456,61,242
tirol,2020-09-03,4512,56,270
tirol,2020-09-04,4554,42,275
tirol,2020-09-05,4592,38,297
tirol,2020-09-06,4607,15,286
tirol,2020-09-07,4638,31,268
tirol,2020-09-08,4694,56,277
tirol,2020-09-09,4770,76,299
tirol,2020-09-10,4834,64,314
tirol,2020-09-11,4927,93,322
tirol,2020-09-12,5014,87,373
tirol,2020-09-13,5065,51,422
tirol,2020-09-14,5086,21,458
tirol,2020-09-15,5197,111,448
tirol,2020-09-16,5280,83,503
tirol,2020-09-17,5345,65,510
tirol,2020-09-18,5420,75,511
tirol,2020-09-19,5500,80,493
tirol,2020-09-20,5562,62,486
tirol,2020-09-21,5595,33,497
tirol,2020-09-22,5649,54,509
tirol,2020-09-23,5715,66,452
tirol,2020-09-24,5773,58,435
tirol,2020-09-25,5835,62,428
tirol,2020-09-26,5896,61,415
tirol,2020-09-27,5947,51,396
tirol,2020-09-28,5974,27,385
tirol,2020-09-29,6042,68,379
tirol,2020-09-30,6108,66,393
vorarlberg,2020-02-24,0,0,0
vorarlberg,2020-02-25,0,0,0
vorarlberg,2020-02-26,0,0,0
vorarlberg,2020-02-27,0,0,0
vorarlberg,2020-02-28,0,0,0
vorarlberg,2020-02-29,0,0,0
vorarlberg,2020-03-01,0,0,0
vorarlberg,2020-03-02,0,0,0
vorarlberg,2020-03-03,0,0,0
vorarlberg,2020-03-04,0,0,0
vorarlberg,2020-03-05,0,0,0
vorarlberg,2020-03-06,0,0,0
vorarlberg,2020-03-07,0,0,0
vorarlberg,2020-03-08,0,0,0
vorarlberg,2020-03-09,3,3,0
vorarlberg,2020-03-10,11,8,3
vorarlberg,2020-03-11,13,2,11
vorarlberg,2020-03-12,16,3,13
vorarlberg,2020-03-13,25,9,16
vorarlberg,2020-03-14,34,9,25
vorarlberg,2020-03-15,48,14,34
vorarlberg,2020-03-16,55,7,48
vorarlberg,2020-03-17,99,44,52
vorarlberg,2020-03-18,124,25,88
vorarlberg,2020-03-19,151,27,111
vorarlberg,2020-03-20,197,46,135
vorarlberg,2020-03-21,228,31,172
vorarlberg,2020-03-22,263,35,194
vorarlberg,2020-03-23,323,60,215
vorarlberg,2020-03-24,379,56,268
vorarlberg,2020-03-25,407,28,280
vorarlberg,2020-03-26,435,28,283
vorarlberg,2020-03-27,503,68,284
vorarlberg,2020-03-28,553,50,306
vorarlberg,2020-03-29,579,26,325
vorarlberg,2020-03-30,616,37,316
vorarlberg,2020-03-31,646,30,293
vorarlberg,2020-04-01,671,25,267
vorarlberg,2020-04-02,695,24,264
vorarlberg,2020-04-03,714,19,260
vorarlberg,2020-04-04,722,8,211
vorarlberg,2020-04-05,746,24,169
vorarlberg,2020-04-06,758,12,167
vorarlberg,2020-04-07,784,26,142
vorarlberg,2020-04-08,793,9,138
vorarlberg,2020-04-09,801,8,122
vorarlberg,2020-04-10,819,18,106
vorarlberg,2020-04-11,825,6,105
vorarlberg,2020-04-12,831,6,103
vorarlberg,2020-04-13,832,1,85
vorarlberg,2020-04-14,832,0,74
vorarlberg,2020-04-15,860,28,48
vorarlberg,2020-04-16,865,5,67
vorarlberg,2020-04-17,867,2,64
vorarlberg,2020-04-18,870,3,48
vorarlberg,2020-04-19,870,0,45
vorarlberg,2020-04-20,872,2,39
vorarlberg,2020-04-21,878,6,40
vorarlberg,2020-04-22,879,1,46
vorarlberg,2020-04-23,879,0,19
vorarlberg,2020-04-24,880,1,14
vorarlberg,2020-04-25,881,1,13
vorarlberg,2020-04-26,881,0,11
vorarlberg,2020-04-27,881,0,11
vorarlberg,2020-04-28,881,0,9
vorarlberg,2020-04-29,881,0,3
vorarlberg,2020-04-30,881,0,2
vorarlberg,2020-05-01,882,1,2
vorarlberg,2020-05-02,883,1,2
vorarlberg,2020-05-03,883,0,2
vorarlberg,2020-05-04,885,2,2
vorarlberg,2020-05-05,885,0,4
vorarlberg,2020-05-06,885,0,4
vorarlberg,2020-05-07,885,0,4
vorarlberg,2020-05-08,885,0,4
vorarlberg,2020-05-09,885,0,3
vorarlberg,2020-05-10,885,0,2
vorarlberg,2020-05-11,885,0,2
vorarlberg,2020-05-12,885,0,0
vorarlberg,2020-05-13,885,0,0
vorarlberg,2020-05-14,885,0,0
vorarlberg,2020-05-15,886,1,0
vorarlberg,2020-05-16,886,0,1
vorarlberg,2020-05-17,888,2,1
vorarlberg,2020-05-18,890,2,3
vorarlberg,2020-05-19,891,1,5
vorarlberg,2020-05-20,896,5,6
vorarlberg,2020-05-21,897,1,11
vorarlberg,2020-05-22,899,2,12
vorarlberg,2020-05-23,899,0,13
vorarlberg,2020-05-24,899,0,13
vorarlberg,2020-05-25,899,0,11
vorarlberg,2020-05-26,899,0,9
vorarlberg,2020-05-27,899,0,8
vorarlberg,2020-05-28,899,0,3
vorarlberg,2020-05-29,899,0,2
vorarlberg,2020-05-30,900,1,0
vorarlberg,2020-05-31,900,0,1
vorarlberg,2020-06-01,901,1,1
vorarlberg,2020-06-02,901,0,2
vorarlberg,2020-06-03,901,0,2
vorarlberg,2020-06-04,903,2,2
vorarlberg,2020-06-05,906,3,4
vorarlberg,2020-06-06,908,2,7
